id,url,reply_to,text,time
564832678522215,https://m.facebook.com/groups/babysleeptrainingtips/permalink/564832678522215/,,"Hi everyone, from 🇧🇪
I'm currently trying the Feber method but I can't take it any longer.
My baby 11weeks haven't sleep since this morning. I know she is overtired but each time I'm picking her from her crib she'll stop crying and directly groggy.
I have been in a room many time in the past two hours (first only for talking to her and after 3 times picked her up) and now it is time to feed again but she will fall asleep as soon as she will end eating.
Is there anything else working than CIO? Because she can't fight for sleeping until next feeding each time and only sleep in my arms.
The pediatrician said to let her cry but it is now 2h and she haven't stop once.
I'm afraid because as many as she is crying she is choking..
There is no sign of gas or colic.","06/22/2022, 10:32:02"
564945808510902,https://facebook.com/564945808510902,564832678522215,Sleep training before 4 months will absolutely not be successful. Right now it's all about comfort for your baby. Hold her till she falls asleep and set her down... if that wakes her up rub her little face while she is already in her bassinet or crib. Maybe a pacifier to help soothe her... but sleep training won't work at that young of an age,"06/22/2022, 15:03:19"
564854821853334,https://facebook.com/564854821853334,564832678522215,"Probably just wants some extra cuddles and time with momma! Enjoy these moments I know it sometimes feels overwhelming because you have a list of other things to do. But those things can wait, baby just wants to feel her momma! Enjoy those cuddles, you are doing awesome, beautiful girl! 😍","06/22/2022, 12:03:19"
564883291850487,https://facebook.com/564883291850487,564832678522215,"She is definitely too young for sleep training !
2 hours of crying it’s your signal that she is not ready for this.
The first 3 months are knows as the fourth trimester and you can’t spoil a baby that young.
At this age she doesn’t have the concept of self soothing and you have to help her sleep.
Of course, there will always be exceptions and babies that sleep without issue on their on, but those are not very common.
I would suggest you wait until at least 4 months.
I know that it’s recommended to start sleep training at 4-6 months, because if they are too young, babies don’t have the self soothing button.","06/22/2022, 13:03:19"
564909548514528,https://facebook.com/564909548514528,564883291850487,Chereches Oana Maria I agree she is too young for sleep training!,"06/22/2022, 13:03:22"
564910445181105,https://facebook.com/564910445181105,564883291850487,she is going to develop an attachment style and this is the time she is beginning to form the concept of trust in it’s very basic psychological concept: trusting the individuals to take care of her basic and very primitive needs.,"06/22/2022, 13:03:22"
564854928519990,https://facebook.com/564854928519990,564832678522215,"Honestly... a baby that age wants you. All they know is you. They want your comfort. But baby in a wrap. My boy got so heavy so quick so it doesn't work for us anymore. But now when he fights sleep, we get in the stroller and go on a walk. Obviously that doesn't work in the middle of the night. But babies don't know how to soothe themselves at that age. Don't let her cry. Sacrifice doing the dishes, your own sleep, anything and everything and give her comfort. Forget what our world says about them needing to sleep alone and all the time. Let them find comfort in mom's arms. And if all else fails, bring her outside and push her around in a stroller. The fresh air does wonders. Best of luck ❤️ the first like 4 months is very very hard for sleep. Just love on her as much as you can ❤️ you're doing amazing!","06/22/2022, 12:03:19"
564883101850506,https://facebook.com/564883101850506,564832678522215,"Trust you mommy instinct. I did a version of Ferber at 7 months after she went from 1 wake at night to several 😵‍💫😵‍💫😵‍💫. She responded to it instantly… meaning day two and on was back to either sleeping through the night 7-6 or just one wake up.
We have a set start time for night time routine.
Then we focused on set wake up time (6am…. Yes early but four day care days she needs to be up by then). After we set the wake up time we focused on set nap time for the first nap time. We now have a child that goes down without much push back. Her body starts to learn when to produce melatonin.

I suggest focusing on set go down at night and get up.

Our schedule progressively was made over her 5 months.

You are doing great. Never stop trying something new. Every child needs something different.","06/22/2022, 13:03:19"
564854591853357,https://facebook.com/564854591853357,564832678522215,"Just hold her, feed her…anything she needs. She’s too little. She just wants her mumma x","06/22/2022, 12:03:19"
564892741849542,https://facebook.com/564892741849542,564854591853357,Kate Elizabeth my 7 weeks old baby does the same. Almost every hour that he needs to be feed.,"06/22/2022, 13:03:23"
564914465180703,https://facebook.com/564914465180703,564832678522215,"Way to young for sleep training and cry it out. They don’t understand that at this age. Sleep training isn’t effective until 5 months when they can connect sleep cycles. It will get easier!! But for now, just enjoy the cuddles and try to teach babe to fall asleep independently to lay a sleep foundation. Good luck!","06/22/2022, 14:03:19"
564849741853842,https://facebook.com/564849741853842,564832678522215,Saw this the other day and broke my heart letting my baby cry...she needs me...,"06/22/2022, 12:03:19"
564851628520320,https://facebook.com/564851628520320,564849741853842,Emma Christi same here. I think that she is so in need of me. I'm usually not letting her cry for that long and always having her head next to my heart so she now she safe with me. And most of the time I enjoy having her with me. But I'll start working again soon and I want her to be ready for this step.,"06/22/2022, 12:03:24"
564853128520170,https://facebook.com/564853128520170,564849741853842,Emma Christi I love this so much. Everyone said this to me too and I don’t care. My baby girl is 3 months old and I’ll hold her all day if I please. 😂,"06/22/2022, 12:03:24"
564854278520055,https://facebook.com/564854278520055,564849741853842,"Astrid Deminiere we are 4months now and for naps, we both sleep on the floor. We have a makeshift play area with mat and extra padding of duvet (no extra mattress). Try that. Ours cry a bit but I make sure I touch her hair and legs to make her feel I am beside her. Then after 30min she sleeps. I just put my old clothes beside her(for the smell) and walk away to do house chores. My husband tries the same without me. It takes time but doable.","06/22/2022, 12:03:24"
564860385186111,https://facebook.com/564860385186111,564849741853842,Morie Hughes yes even when someone wants to held her I'm not giving her each time. I feel like a separation and I miss her even for 30min 😅,"06/22/2022, 12:03:24"
564863605185789,https://facebook.com/564863605185789,564849741853842,Morie Hughes mines is almost 7 months and I’ll hold her till she won’t let me hold her anymore!😂,"06/22/2022, 12:03:24"
564852131853603,https://facebook.com/564852131853603,564832678522215,"I held and rocked my son to sleep for every nap and bed time until he was 5 months old! We finally laid him down in his bed by himself one night and put himself to sleep. Your babies are only young enough to hold and cuddle for so long, so take advantage of it. They will let you know when they are ready to do things on their own. They need and want you especially this young.","06/22/2022, 12:03:19"
