id,url,reply_to,text,time
564985581840258,https://m.facebook.com/groups/babysleeptrainingtips/permalink/564985581840258/,,"anyone else get sooo overwhelmed with all the pressure to watch wake windows, sleep train, make baby nap in crib for every nap and make sure they sleep all night with no waking up?? i just be letting my little guy tell me when he’s tired and when he’s ready for a nap and if he wants to nap on me or wants me to rock him, so be it!! i get SO overwhelmed with everything i’ve just been going with the flow these days lol","06/22/2022, 15:47:38"
565077778497705,https://facebook.com/565077778497705,564985581840258,I recently started doing this and honestly feel so much better and less stressed. I always felt like I was chasing the clock all day long and constantly trying to get my little one back to sleep if she would do a catnap. Now I just follow her lead and it’s been going great so far. Some naps she’ll do in the bassinet others on our chest and that fine. She won’t be this little forever. She sleeps through the night 8-12 hrs! ❤️,"06/22/2022, 20:51:48"
565154098490073,https://facebook.com/565154098490073,565077778497705,[NAME REDACTED] can I ask how you changed your approach? This sounds exactly me to the point where I get cranky and anxious if my LO wakes up because I think it’ll affect her night sleep☹️,"06/22/2022, 22:51:53"
565162425155907,https://facebook.com/565162425155907,565077778497705,[NAME REDACTED] me as well!,"06/22/2022, 23:51:53"
565208225151327,https://facebook.com/565208225151327,565077778497705,[NAME REDACTED] any tips,"06/23/2022, 01:51:53"
565284965143653,https://facebook.com/565284965143653,565077778497705,"[NAME REDACTED] This is exactly what I do. I followed wake windows and set nap times with my first son and I became an anxious wreck!
Now I just wait for him to show me sleepy cues. I know he likes to have his first nap approx 1 hour after waking but if we're on the school run and he doesnt nap for 2 hours then so be it. Some naps are 35 mins and some are 2 hours but my little man tends to only do longer naps on me. I get myself set up in the lounge with a drink,snacks, the TV remote and him and just sit there as long as he naps. I see it as my chill out time and I savour every minute of it. I'm so much more relaxed this time.","06/23/2022, 04:51:53"
565067391832077,https://facebook.com/565067391832077,564985581840258,"100% feel the same way! The anxiety surrounding all these ""rules"" is crazy! I've also just said %&$@ it and go with the flow and I have a very happy baby girl in my house :)","06/22/2022, 19:51:48"
565068941831922,https://facebook.com/565068941831922,565067391832077,[NAME REDACTED] same!,"06/22/2022, 19:51:54"
565074695164680,https://facebook.com/565074695164680,565067391832077,[NAME REDACTED] same!,"06/22/2022, 19:51:54"
565077515164398,https://facebook.com/565077515164398,565067391832077,"[NAME REDACTED] same!!! then I see that everything is chaos, I go back to reading routines and try it, then I see that there are too many things to think about and I go back to go with the flow and so a vicious circle, I should stop following all the baby accounts and raise her with my instinct 😂","06/23/2022, 02:51:54"
565079205164229,https://facebook.com/565079205164229,565067391832077,[NAME REDACTED] exactly! It's a constant back and forth and my brain just can't take it!,"06/22/2022, 20:51:54"
565083255163824,https://facebook.com/565083255163824,565067391832077,[NAME REDACTED] this,"06/22/2022, 20:51:54"
565179891820827,https://facebook.com/565179891820827,565067391832077,[NAME REDACTED] same here !,"06/22/2022, 23:51:54"
565180598487423,https://facebook.com/565180598487423,565067391832077,[NAME REDACTED] girl I basically said the same thing you did and my comment got banned 🤦🏽‍♀️😂,"06/23/2022, 00:51:54"
565202281818588,https://facebook.com/565202281818588,565067391832077,[NAME REDACTED] same!! So much less stress.,"06/23/2022, 00:51:54"
565242581814558,https://facebook.com/565242581814558,565067391832077,[NAME REDACTED] maybe they just haven't seen mine yet 😂,"06/23/2022, 02:51:54"
565243195147830,https://facebook.com/565243195147830,565067391832077,[NAME REDACTED] It was as soon as I clicked post it immediately got banned lol 🤷🏽‍♀️,"06/23/2022, 02:51:54"
565243665147783,https://facebook.com/565243665147783,565067391832077,[NAME REDACTED] weird 🙃,"06/23/2022, 02:51:54"
565397228465760,https://facebook.com/565397228465760,565067391832077,[NAME REDACTED] Grtù,"06/23/2022, 08:51:54"
565351428470340,https://facebook.com/565351428470340,564985581840258,Same here. Life is sooo much better ever since I just leaned into my baby's direction. She gets what she needs from me and she also gives me a time out more that when I was stressing myself with all we were expected to do.,"06/23/2022, 06:51:48"
565066911832125,https://facebook.com/565066911832125,564985581840258,In the first few months definitely no need to worry with all that. But at a certain point it was necessary for me (I had twins) and being at 2 different babies whims were just not doing it. I was so exhausted. Getting them on the same schedule and sleep training saved me. I don't regret it one bit.,"06/22/2022, 19:51:48"
565181311820685,https://facebook.com/565181311820685,565066911832125,"Shanae Pritchett-Field
s I have twins too. Can I message you with some questions? I’m planning on starting training them soon, as they are turning 4 months at the end of June","06/23/2022, 00:51:55"
565208555151294,https://facebook.com/565208555151294,565066911832125,"Shanae Pritchett-Field
s I also have twins that are 7 months old and for the life of me we could not figure out a schedule and I was stressed out and so were they. They sleep good for the most part at night and during the day they take turns napping and it helps me when they do that so I can spend one on one time during the day with them. I’ll eventually get them going on a schedule but they are my last babies and I want to cherish every moment instead of constantly worrying about time. I applaud you getting yours on a schedule.","06/23/2022, 01:51:55"
565412998464183,https://facebook.com/565412998464183,565066911832125,[NAME REDACTED] yes absolutely,"06/23/2022, 08:51:55"
565413895130760,https://facebook.com/565413895130760,565066911832125,[NAME REDACTED] yes I was also working from home and this is just when covid came around so couldn't really have help.,"06/23/2022, 08:51:55"
565076815164468,https://facebook.com/565076815164468,564985581840258,Same!! I just watch for her sleep cues and let her sleep. It’s not like I can force her to take an hour nap on a schedule lol and she sleeps great through the night now. I think the trick is just making sure they are properly fed!,"06/22/2022, 19:51:48"
565088431829973,https://facebook.com/565088431829973,564985581840258,Going with our baby’s flow has actually made her a happier baby which in turn made naps and wake windows waaaaaay easier to manage. And she’s slept through the night more when we let her dictate when she’s sleepy and how long her naps are.,"06/22/2022, 20:51:48"
565184055153744,https://facebook.com/565184055153744,564985581840258,Going with the flow is the best way honestly I feel like I don't know where that advice started but it's everywhere and it's no good in my opinion. My baby was so much happier when I listened to her cues,"06/23/2022, 00:51:48"
565126118492871,https://facebook.com/565126118492871,564985581840258,Babies sleep soo much that I would never want to have scheduled naps! I just always let my son sleep when he wanted! Now that my son is 1 we have a scheduled bedtime and he takes 1 nap a day but if he’s really tired in the afternoon I’ll let him take another nap before 4pm.,"06/22/2022, 21:51:48"
565083225163827,https://facebook.com/565083225163827,564985581840258,True I saw that I might go crazy if I stick to the baby manual set for babies by other moms when my baby is an individual. We have a routine somewhat but the scheduled routine and training is just not for us. We are just living and finding our way,"06/22/2022, 20:51:48"
565068505165299,https://facebook.com/565068505165299,564985581840258,Same! Every baby is different so I ignore wake windows and let her nap as long she wants 😂,"06/22/2022, 19:51:48"
565271905144959,https://facebook.com/565271905144959,564985581840258,"We just hit 4 month sleep regression and I feel this. I keep getting told that she has to nap in the crib and needs to learn to self settle etc. Don’t rock or pat, just let her work it out herself. It’s stressful! She’s so fussy during this regression and just sleeps on me 10x easier. Listening to that advise only cause stress and upset for the both of us. I just gave up. It’s not affecting her at bedtime by letting her contact nap all day so what’s the problem? I think at the end of the day you have to do what’s best for you and your bub! No use losing sanity over watching the clock or thinking “have I held them too much today?”. They’re only this little once, I don’t want to spend the whole time stressing about sleep. But that’s exactly what I’ve been doing and it causes me to feel angry with her when something isn’t working (sleeping in the cot, self soothing) when it’s not even her fault! It’s all the advise that makes me feel like I’m failing as a parent for what is completely biologically normal for a baby 👏🏻","06/23/2022, 03:51:48"
565395971799219,https://facebook.com/565395971799219,565271905144959,"[NAME REDACTED] yes exactly!! I
Feel this too!!","06/23/2022, 08:51:55"
565128041826012,https://facebook.com/565128041826012,564985581840258,"Honestly same… I followed it loosely because I want my little to sleep through the night, but if I totally didn’t care this much with my first, I asked myself why I am with my daughter. I think part of me is so scared she won’t do as well as my son. My son was amazing- 2 months slept through the night, learned to self- soothe right away- still a great sleeper. I heard the second can be the opposite so I became obsessed. I recently just started to let it go because it stressed me out","06/22/2022, 22:51:48"
565093255162824,https://facebook.com/565093255162824,564985581840258,My child won’t even sleep in the crib. It’s exhausting trying to train her to do it. She did for a few months then when she got sick she stopped and not is going through a huge separation anxiety spell when I’m more than 2 feet from her.,"06/22/2022, 20:51:48"
